RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents,Default
0.750333293,0.4766121155906359,0.1308637,0.019864,0.12135764474299321,0.008229049994118841,0.09668606639521252,true
0.745173448,0.6883846618154897,0.168767792,0.019668,0.07917487984630292,0.06924118481255598,0.01009702619191577,false
0.478347295,0.6423379360060558,0.547095998,0.013288,0.08546079534967621,0.05039935442701633,0.032270107766912914,false
0.259913362,0.38791668247336325,0.607421875,0.004092,0.05144073082535163,0.029915940532642415,0.06548159172977265,false
0.809738087,0.49982857550692195,0.196738963,0.026,0.09721144090666116,0.023900810163038487,0.11949934349642533,false
1.003833174,0.42880461182809215,1.211075047,0.040664,0.2004849832404302,0.26707535325424153,0.002874357396391114,true
0.433718324,0.590077657022759,0.821529745,0.024,0.09079636244488881,0.059541119060515846,0.052241026326835235,true
0.003049848,0.389286857127257,1021.0,4.0e-6,0.10170378419212305,0.09275794495527348,0.22891046998416975,false
0.9999999,0.5664050510069863,0.817197134,0.024,0.09851197663097988,0.11531031245778896,0.09467619235829039,true
0.997881686,0.2964422113770891,0.313162658,0.015464,0.12782602059510983,0.004547195547120497,0.008872142849615372,false
0.638994092,0.4742906428028243,0.3946009,0.024,0.061727526395614164,0.06324982035204178,0.12602521166220443,true
0.431436139,0.26734830629531714,0.996178344,0.003136,0.11726905868955943,0.03405496407339359,0.044029963376987634,false
0.9999999,0.4215971015954208,0.325331971,0.031324,0.05036266805743119,0.06120395449116135,0.16552746343230684,true
1.007768111,0.3928124433315933,0.549801308,0.0312,0.34121599983860257,0.14538712151028083,0.07761186477200799,true
0.832204979,0.5444760720926952,0.535077487,0.024,0.2972897160439923,0.06054240980732749,0.08827673192596072,true
0.009680059,0.4950665654803641,0.240746633,0.037712,0.34303633930009464,0.11247949498015153,0.09635229909661668,false
0.378589923,0.30134481174218425,0.171514282,0.030664,0.16665643286152376,0.003496529651392355,0.04529868831086854,false
0.293526993,0.6535058641880701,0.150609081,0.021668,0.10723146822770094,0.01941679273762269,0.059508298351683045,false
0.854545455,0.5374088650355267,0.460513162,0.012,0.20183071695778448,0.027745701056300132,0.09075459088682838,true
0.060876125,0.6718980399128185,0.122324159,0.02354,0.18018021812530505,0.010569299193387272,0.10567232006003793,false
0.215797367,0.8702034255495644,0.077027948,0.0176,0.05060229085895312,0.015395458464381806,0.03023602178351157,false
0.061590311,0.3183144337635482,0.642264519,0.016388,0.05432301963717735,0.06034971546845532,0.0013708190879448746,false
0.51958007,0.4264588139522271,0.160787992,0.021316,0.07468328152085972,0.023445050715930293,0.11736280583670526,false
0.9999999,0.39586459605325974,0.003194888,0.0964,0.03834118699415147,0.031678286274962685,0.06710944292634359,true
0.763870535,0.5694721832438157,0.940846001,0.0121,0.16037365164741596,0.10045255311725554,0.00940646703002974,true
0.007101896,0.8225099417485775,52.5,4.0e-6,0.16190019592554603,0.01005385303770715,0.004648172556941233,true
0.030975453,0.6725022637603564,45.0,0.0,0.13613279076458776,0.008305637031009883,0.0023731866147147394,true
0.001087358,0.26569973646969464,0.000249938,0.016,0.1543025436954557,0.018666443721761027,0.016684247326917267,false
0.334479122,0.38952302016206886,0.187130435,0.022996,0.17127680611370427,0.01942541037795793,0.013019501300659032,false
0.171318271,0.6166487481334332,0.356023459,0.0416,0.16742669047056327,0.1789782204387272,0.07160909607042151,false
0.0950448,0.891927173807131,0.031737194,0.00718,0.1819761674523057,0.035677356196712896,0.08224204359377277,true
0.174354884,0.5389999442291731,0.346685083,0.01158,0.2798075627818879,0.017186791807867696,0.020878754587972403,true
0.584717608,0.24223497915907896,0.129642134,0.00592,0.06497117970260494,0.03493415967129172,0.04810593553115707,false
0.016995185,0.6281900491502568,0.002301937,0.020848,0.07304862164332336,0.006494570287713097,0.0058470831563827265,false
0.228493987,0.5631294424973747,0.306564342,0.029184,0.1587235751044826,0.14468422795752384,0.04492031890181477,false
0.020895718,0.7387094669579585,0.157824156,0.04772,0.24517099020537508,0.12097500347100172,0.0034150064403639323,false
0.497543138,0.406206529914261,0.19853431,0.006,0.07638585726522021,0.002761664014261589,0.004828054895476752,true
0.9999999,0.34932573689304774,0.473129798,0.0224,0.10892796149808115,0.11231221744092852,0.28386704927780204,true
0.035799284,0.7619073214479997,0.050572519,0.004188,0.18172701654329418,7.907723503938202e-5,0.04385839508043956,false
1.078039342,0.5179838239347899,0.707342842,0.01514,0.13719502242772302,0.06371125842454141,0.10917639938015296,true
0.79494435,0.5230832068907995,1.212785902,0.021332,0.10072865521655697,0.19509010765446266,0.14884766790774595,true
0.026349341,0.3868666701579569,0.099127006,0.0142,0.19458806401396136,0.027111970854006528,0.021008337755408633,false
1.672654691,0.37804429630044534,0.373897707,0.0068,0.0456741242296506,0.004641457544167038,0.07914771743423404,true
0.686108292,0.31092213824389325,0.420351033,0.018,0.1260510601344313,0.11775126797665894,0.010805473122991627,true
0.973468435,0.30051212297142377,0.405198267,0.012,0.24990067047463496,0.02072833745074183,0.038620639694079306,true
0.504161642,0.5280871666705287,0.741303479,0.01,0.13823617923068568,0.02616212496998558,0.29800791171014185,false
0.005812798,0.8561897463650674,0.001953398,0.028664,0.3560792673762363,0.0180941164706381,0.041146702708225666,false
0.228794617,0.39845712801122074,1.808530112,0.021848,0.43331580390291224,0.645206202159182,0.10669820064876581,true
0.865975565,0.5664872765773301,0.133333333,0.002096,0.03105715297815701,0.02297169724710113,0.08552041362509352,false
0.507886005,0.44908296975960593,0.467230615,0.148,0.5634934502970825,1.2732206129977977,0.018277412935563807,true
0.9999999,0.3361856445305976,0.220731386,0.0152,0.07078506541303331,0.012354387039107762,0.03161000570156286,true
1.676654182,0.4300165142652901,0.76184763,0.013332,0.13145929346192334,0.06469884118779604,0.21671324794196734,true
1.00619876,0.2996648897058987,0.436854382,0.012,0.145356201154485,0.01806047099792346,0.07839047755063733,true
0.969225082,0.5249211339295347,0.662175168,0.012464,0.28841053449333015,0.13051001207940907,0.048096120734427504,true
0.671517276,0.3760334723716926,0.387526779,0.0168,0.21144774623711365,0.022371794218033692,0.03706964170503858,false
0.013137341,0.3983350284314178,0.375825292,0.0315,0.20110364421577398,0.13957429256937837,0.16798401102333876,false
0.0,0.527952050047909,0.235273117,0.0112,0.07162607091117182,0.026486797752739287,0.012025704154747695,false
0.956087824,0.4936814283245562,0.38548483,0.013444,0.09229600419656563,0.14607613296211025,0.05725565061509984,true
0.9999999,0.3055563803970388,0.0,0.0088,0.0011624168992980578,0.042696161027854396,0.17273192990618388,true
0.705073732,0.3565738883324603,0.114564831,0.013508,0.09511704833173378,0.04931915745238942,0.1954650148768189,true
0.9999999,0.5215592278059348,0.011244378,0.02134,0.04770215714509552,0.02007047569982918,0.09229809147940597,true
0.0160809,0.59735856235524,0.103226728,0.028012,0.3551482816758978,0.03904808437152786,0.034153798467808985,true
0.001759965,0.463261993475272,0.214688239,0.022,0.09219665361395799,0.0669807965211433,0.11230398802569128,false
0.300956705,0.3739019671691569,1.066986603,0.02,0.22715110089503165,0.17271625813568298,0.04194806442151615,true
0.68350984,0.5238306320991596,0.792630677,0.014,0.33420880182802565,0.10187677828974324,0.11405612101385576,true
0.080817022,0.34814697638080316,0.069976674,0.012,0.21094713995488934,0.015168441423354061,0.0386082920064703,false
0.9999999,0.5540216693119256,0.399280576,0.010004,0.07167295035458193,0.018343026422259788,0.027590306622928752,true
0.040806774,0.29746389973102333,0.285567364,0.023332,0.08905667293269923,0.09077759496645765,0.04933970773229414,false
0.908081523,0.26055108190449155,1.444854638,0.026,0.37687406049128497,0.2040779204927458,0.04052374614820178,true
0.239685686,0.5580325340352582,0.428457689,0.035164,0.308016741367234,0.05188680620427516,0.01503086862153905,false
0.160899231,0.3301521237053033,0.182363527,0.013332,0.22887716930855911,0.014634915676528392,0.017364026455495472,false
0.9999999,0.4808843356642395,0.003845168,0.0156,0.006353180207753891,0.01870817399233584,0.13531235252750412,false
0.402725362,0.49319057002444844,0.360120732,0.0212,0.17568918515740722,0.07989413376018409,0.044189097695307364,false
0.18769117,0.4928239252901562,0.749432003,0.01232,0.14159928281729217,0.05928305603914138,0.15530576841821095,false
0.381933439,0.609239563576742,0.218601896,0.020252,0.13145131444461516,0.01225308119091414,0.04782840105432975,false
0.963011619,0.3943899751645447,3.173398682,0.023664,0.32607849342539574,0.6389606137796793,0.12617840222668075,true
0.003499865,0.4836883295528557,0.32941435,0.0364,0.1297619666232235,0.12917400019133315,0.05524773330987822,false
0.009932671,0.41675770618702057,0.635672515,0.013676,0.13954504399549633,0.08516710119850664,0.11326457583557252,true
0.871407594,0.49502449555537203,0.198790979,0.0172,0.17354574086103944,0.00357440802686797,0.2208026759258655,true
0.9999999,0.3178380264513354,0.213251849,0.012432,0.03810915286305979,0.03516423703184916,0.10760968449195633,true
0.252638596,0.5181604264368495,0.038422987,0.011968,0.03695296656888535,0.047171963260151314,0.19574998131657875,true
0.012987013,0.22428431644747668,0.0,0.0,0.04631502404208508,0.008205079480376132,0.010036569585723354,false
0.298804781,0.3973265980662743,0.02270663,0.0044,0.024275417871178945,0.02981515128401785,0.2405869648704408,true
0.020376715,0.5230566605171235,0.099618251,0.022,0.10269043613615673,0.0931239072124997,6.847966092634605e-5,false
0.9999999,0.42153814136512335,0.165509581,0.0144,0.04840063080054872,0.012710058767699161,0.16780747139780958,true
0.9999999,0.3862867982670709,0.484141451,0.010968,0.05293707295180141,0.0736145782479892,0.1742538331766248,true
0.867455686,0.5837281740560135,0.784253051,0.023264,0.203176625128836,0.15362215768590043,0.008663079848862498,false
0.923076923,0.3027562558708704,0.06287497,0.016664,0.09444280793359555,0.049718257653785417,0.004124821600233619,true
0.468262824,0.478101485868937,0.858030686,0.020592,0.18809037730160066,0.05347517782558971,0.04489702646101803,true
0.021422233,0.37326584412488023,0.389322136,0.02,0.32089954948918614,0.09936160065287103,0.044160664195932176,false
0.0,0.9760502006542141,0.0,0.0,0.05384581981653529,0.042746211268766175,0.03288355049777257,false
0.000222215,0.7478637589185038,0.169517008,0.02128,0.10417582060292747,0.05504596535986399,0.013482824495406387,false
0.9999999,0.5646283502351204,0.058659556,0.033,0.048458912669579864,0.03773218808095232,0.01439084362805163,true
0.535286065,0.4799229252133432,0.587551556,0.032,0.13969364580402868,0.14911900406028714,0.10756439540947735,false
1.042473454,0.3506469794294609,0.028994201,0.02,0.08693739920836271,0.015133413254107298,0.134127858765053,true
0.024099584,0.556146988207293,0.398746456,0.0268,0.21710462233223968,0.06203498077016763,0.01662208019643635,true
0.161511241,0.7521245118919516,0.128205128,0.018092,0.15338950314808855,0.0004424478761476558,0.007062324835291722,false
0.023752542,0.39011984195328214,0.311392984,0.035,0.2954435303779447,0.11603229434418653,0.034312326990842204,true
0.034914071,0.39278838778861436,0.441706838,0.0224,0.0882809458836,0.12605053045904974,0.06689361533514789,false
0.9999999,0.5229417029126288,0.537431237,0.01672,0.0861385893243613,0.14384986145542838,0.11723436708726653,true
1.025987006,0.6348778615796922,0.521441726,0.0152,0.13851937328311995,0.11703167397806791,0.09921497100552443,false
0.9999999,0.5832748791219183,0.031521739,0.011036,0.0062264526000927875,0.025116308479646667,0.005125817757047258,true
0.770871521,0.31272522519972845,0.151744057,0.018,0.09091923367203623,0.016398415959862245,0.08699174389795183,true
0.604052535,0.5705100761222816,0.463719766,0.028772,0.2470912737746754,0.14205220866399076,0.043991706133625706,false
0.167412509,0.4926387710555125,0.076581247,0.027,0.1668192723561705,0.04958365388225873,0.0334566539259447,false
1.03379662,0.6095010657552303,2.646128226,0.0048,0.08336254045562166,0.18346379148002,0.10639073358443626,true
0.9999999,0.438358303203965,0.799207921,0.010096,0.08137063872695148,0.1056760472668885,0.12371715823664615,true
1.0,0.5917247889636355,0.085412668,0.008332,0.025706498030410887,0.02423998112729677,0.019737537406379346,true
0.761974687,0.4633389861915389,0.30583677,0.032,0.25026863215248885,0.06053045412099366,0.023536878654132308,true
0.0,0.36317082716475235,0.365371506,0.0176,0.11295022640863571,0.09008397023481753,0.024312672385921608,false
0.9999999,0.31916102013661035,0.019423022,0.014,0.011669314053157732,0.0006435569387664098,0.02178397425312656,true
0.798201451,0.4373713067090211,0.448219569,0.0392,0.2004634184338733,0.05470329314175766,0.016516171116319665,true
0.520710329,0.5671152695826362,0.857976315,0.045932,0.4377160262492166,0.13661574503292712,0.1033398244034999,true
0.001666587,0.49298743201910206,0.000181785,0.022,0.029761232132423474,0.03822487303898443,0.02884432644789947,false
0.565974846,0.61242737658863,0.682341416,0.03266,0.17070949816637002,0.1734692695972389,0.08906600021713534,true
0.148477639,0.4676299914140461,0.542531918,0.026,0.1884514765726736,0.11664929078597681,0.10566617776409819,true
0.000140843,0.3427527320942974,0.150713849,0.072,0.23926041170785411,0.05305382255546617,0.18163727938595262,true
0.022780051,0.5383779698934484,0.323067693,0.04,0.24051679779491628,0.12185446931349142,0.09112213738779612,false
0.011827873,0.43529222399899253,0.492385787,0.026,0.17750433650448028,0.13799247486583915,0.24347460383078712,true
0.359657148,0.45279581374195166,0.846314988,0.021,0.15984305236466362,0.11288907355592973,0.012466085296239382,true
0.360907571,0.7237842141516936,0.356679286,0.014788,0.10994075406962261,0.07434636812461591,0.04757971604284376,false
0.226938653,0.503558191690745,0.281444782,0.025024,0.17871316621189623,0.03303799143842402,0.00102351177757819,true
0.149496514,0.37200376464888846,0.771021144,0.0244,0.06692705774508065,0.1486744173472514,0.03473157569490554,false
0.00119976,0.6431250644965165,0.689265537,0.0092,0.09947656120877262,0.08409223044394183,0.07340049830905782,false
0.075953266,0.5829149893442328,0.085304743,0.03432,0.1426967384027673,0.0014053585551276116,0.0031835018704098996,false
0.9999999,0.6181950094597114,0.146090535,0.009716,0.04625760571143688,0.017618801264417283,0.008460194878426964,true
0.087936611,0.48125186777321055,0.393882353,0.033996,0.17069512869345094,0.053683352459819186,0.11759525025299475,false
0.9999999,0.2418655449710803,0.0,0.0076,0.028923561399284013,0.016939548726894117,0.06300293858654592,false
0.9999999,0.7112118665778813,0.313816494,0.0112,0.034116653772926074,0.0811926539657065,0.0281654689366867,true
0.076781874,0.5625245181702232,0.250884846,0.048592,0.1503578536124334,0.11471616072991031,0.07831617602626133,false
0.297576648,0.5250682363951906,0.354828835,0.0784,0.2761724489171081,0.23229771258305698,0.1024745900509346,false
0.9999999,0.5881715710265268,0.0,0.01072,0.018378867419492444,0.004678394747714853,0.05223059363459013,false
0.052161271,0.49022230573363934,0.067629397,0.027972,0.08967403628398495,0.0056880460381928954,0.09803266520132946,false
0.233809776,0.30155016366982945,0.036049682,0.0132,0.09728738874090143,0.0465820171882355,0.003536516455801808,false
0.929522819,0.3633011712966137,0.271510516,0.016732,0.17301959255728022,0.02042403361015982,0.19552890643560922,false
0.9999999,0.4044954520285162,0.434666667,0.005996,0.04713698823674313,0.04082862171402636,0.08754282678668034,true
0.437974973,0.6884588073283242,0.054510831,0.0168,0.06282387597386108,0.029757867901108494,0.03643509477798949,false
0.000657077,0.6316554182608598,0.475209141,0.0196,0.2543759376292143,0.06981736999047031,0.05721119083511568,true
0.9999999,0.32483691360686157,0.193472508,0.0136,0.13573300185555012,0.021788808483602727,0.011936932499254505,true
0.019947813,0.5161987894223699,0.531446855,0.04,0.4374075705734927,0.18172962482723226,0.187032107944616,true
0.053769892,0.5698731079608791,0.240222477,0.045304,0.17893192578622158,0.054829838380047166,0.09704201369082267,false
0.859628074,0.29504416137943296,0.152486911,0.018332,0.0838109846132386,0.007244284016929936,0.003648905820408721,true
0.607758101,0.40886335676340174,0.250833187,0.0228,0.11067508220767669,0.04458881785523161,0.10305331855996643,true
0.137969879,0.4523744444193321,0.384846663,0.0133,0.27017365355507267,0.1279297929316708,0.04557427048322062,false
0.11710769,0.6336307441430703,0.042244719,0.032,0.20505396404581172,0.0038807643551601267,0.04179146937863408,false
0.0,0.41265534835847073,0.250774923,0.04,0.1257839551347715,0.14971598486136095,0.15860532996361834,true
0.97094213,0.4975464885163836,1.641063516,0.0352,0.2617176389349253,0.3031656314867396,0.2384857352734307,true
1.025511634,0.3992938840694831,0.655335394,0.022,0.19454305410546796,0.1276471699826021,0.025475697748868785,true
0.280161402,0.49762013854914033,0.439922821,0.0228,0.24640913998248404,0.17107195364055441,0.023866221419810384,false
0.039392122,0.5211529822293607,0.163680982,0.016296,0.05656081847087391,0.09607497007899243,0.05862194016018944,false
0.075829121,0.5224157167273334,0.021835001,0.037184,0.05722697097507554,0.005116950084316185,0.06277138719642907,false
0.393060694,0.4923560048911587,0.486076401,0.022404,0.16466114268282156,0.06578675355144234,0.00931732578709742,false
0.366257545,0.5145954389664718,0.701504611,0.02472,0.2374374837371633,0.14912190912451437,0.04693973821044874,true
0.353768403,0.5646852408214628,0.387670092,0.0144,0.18576208872380992,0.09419368480989194,0.09614580052739127,true
0.024240472,0.6469880084153689,0.101514142,0.042,0.34643208549498605,0.054894513591615644,0.00013438812716194405,false
0.691623789,0.45356471928753095,0.56922715,0.034,0.289616707569911,0.22284414194594576,0.059257236249054115,true
0.263669155,0.4373462834343285,0.356127679,0.034332,0.12626420807807778,0.15360000812219682,0.007839504434774425,true
0.968555252,0.5613034458013,0.455966839,0.055,0.2956223211264027,0.07266272415304267,0.34042599331588363,true
0.285088431,0.3752368335007228,0.093381324,0.02,0.0786915649385081,0.0225408437361166,0.10337253019770003,true
0.591754993,0.4862009569778132,0.511306832,0.0168,0.20510022340487713,0.11773318705461933,0.06390616593683379,true
0.349333062,0.43633877870411386,0.38238615,0.021252,0.23230013167680658,0.09821326767838934,0.023437329973885,true
0.536461805,0.45638488749668477,0.142285905,0.012,0.05189535462752569,0.03746589327845373,0.09161807696281586,false
0.398589065,0.5177184936603975,0.020811655,0.00384,0.040311935233102766,0.014600412176080624,0.07062330417435321,false
0.752061985,0.36847551444023097,0.649087728,0.016,0.0779057379744434,0.0011481184142245748,0.04160960477699336,false
0.002890006,0.4356267540356853,0.385378363,0.082668,0.1134882089052184,0.1081347517127584,0.15902547973548617,false
0.059183801,0.26423640742115684,0.067061144,0.00608,0.125256753410437,0.03822487423379493,0.03119299309971645,false
0.030147045,0.3973769850410362,0.354464554,0.04,0.16066318719604605,0.10077569235969315,0.11405505226607464,false
0.0086063,0.6546884137885783,0.235165506,0.078664,0.21095273818538282,0.09522189361897161,0.03318204644637113,false
0.615059839,0.4740450447437941,2.777496839,0.00316,0.1294440714847095,0.044068558457647664,0.004322524081165624,false
0.030996074,0.5665018800196708,0.131430952,0.0192,0.19852869197078948,0.09034179703347647,0.032843330629312974,false
0.473803321,0.3809629732955298,0.49078789,0.0432,0.17193371142794564,0.1423175763952267,0.14114723117089167,false
0.012214111,0.9003820955027925,0.004137931,0.023196,0.08419701069035274,0.0021814974908504923,0.03843847585574821,false
1.142233313,0.4250847398735338,0.322568243,0.0104,0.09703270971351304,0.04025089580030074,0.09084833504476568,true
0.633736626,0.3622386121660641,0.63549677,0.013,0.17473853343193815,0.05563376951561522,0.03253840489609476,true
0.721111859,0.5545768783148736,0.722952866,0.041664,0.38759672894554115,0.09877989662987081,0.032457933489343185,false
0.749589412,0.5387635202220321,0.034055728,0.027128,0.1094964487686006,0.0036756034874351417,0.04945472414183342,false
0.836832633,0.610619623583493,0.050189962,0.02,0.04798718964825346,0.02345260905299377,0.030524107513909982,false
0.354125994,0.5761278859859651,0.558762411,0.01732,0.07552949840136586,0.0830458480116529,0.026043433351183986,false
0.288706963,0.46382028067457337,0.598297367,0.0202,0.18046915715159567,0.06597748715603949,0.12389652276854975,false
0.685546465,0.4770390559710069,0.529867533,0.016,0.1895623033571089,0.05207988369928562,0.12412107191130209,true
0.722910836,0.6055873559437167,0.596680664,0.02,0.09174124039828105,0.0937551299986633,0.13529000490089071,false
0.389167582,0.5372279256243272,0.697629415,0.016532,0.1866893181593045,0.10221743734961393,0.02506551835388764,false
0.878881177,0.40283384606460715,0.605616199,0.048,0.3183068255528785,0.159402448476783,0.028094371421947827,true
0.612599337,0.5139889684555842,0.521018931,0.028732,0.24697570371821173,0.16047867688142148,0.11938475092827057,true
0.682878081,0.3647311382699257,0.437164879,0.023868,0.08714411520450481,0.06852319519800368,0.11865623281351581,true
0.077844311,0.5790362070343174,0.00979804,0.02,0.07627122157596117,0.04030841505011823,0.011004021905941385,true
0.301555955,0.4432020752324229,0.639738766,0.056344,0.1903195672880456,0.2238504214068159,0.057679591464663414,false
0.107560312,0.45575318412960636,0.41928911,0.017664,0.0974187702639632,0.13188733655141355,0.05462755192868031,false
0.9999999,0.31761373911609236,0.0,0.0048,0.01373968858354426,0.03863730434452951,0.008605210657072515,false
0.548572613,0.5555525260204585,0.848366013,0.015296,0.17798022425013033,0.10706054915585268,0.036044743036097934,true
1.078921079,0.35738129298206117,0.338314867,0.01552,0.1526798856011056,0.00701874686684042,0.10670303793019298,true
0.758657109,0.31886294046569796,0.786042624,0.028712,0.2340395857012619,0.12579404983215806,0.0255558500205471,false
0.053656049,0.4543166470937116,0.054539884,0.03916,0.16180333996676885,0.0011192680766080154,0.11134584390821259,false
0.024761905,0.5983530098647201,0.327582902,0.041732,0.131036106034542,0.12250995129347415,0.02777121127727785,false
0.096113878,0.4150806306387172,0.224395714,0.0321,0.1746759415615192,0.03464879392755023,0.24868945698138542,false
0.9999999,0.632113608515233,0.249219238,0.0064,0.046467741196009126,0.015803453719343108,0.07309577348876495,false
0.576439763,0.6625213658917278,0.263706794,0.01342,0.15917830456842103,0.05221025276964549,0.03579037663373931,false
0.004151215,0.4864947320146466,1.19201995,0.0016,0.14107030791750844,0.00691883846870458,0.15616843525641683,false
0.07807727,0.6039755020338304,0.566105156,0.015668,0.23978014324365088,0.07297763537355688,0.1477253981640378,false
0.069174204,0.49034816661705893,0.521504651,0.029664,0.30711707753261597,0.1607844708406352,0.048972716487091374,true
0.228882283,0.6889019320941401,0.137877614,0.015488,0.11543334738481908,0.048310097496596524,0.0007212644366467625,false
0.029643294,0.504284363427737,0.399106478,0.0376,0.2564194101966639,0.23467491627279452,0.015129077751789377,false
0.508081986,0.24249222535425888,0.075770192,0.0048,0.01723132498396309,0.00657454661680249,0.0037752125212567765,true
1.177646524,0.26978637735310307,0.376021798,0.0044,0.24697036406457465,0.010218212463755861,0.0040492707258267145,true
1.198880299,0.3790767401671283,0.478664524,0.0224,0.10695416275729665,0.08417027051634729,0.16851053140033886,true
1.290886392,0.36440141370132206,0.0153787,0.0104,0.050080781258059884,0.003570208938668462,0.0292364991587609,false
0.04699952,0.5906257929256354,0.515739051,0.035068,0.3598588450987006,0.10583165453591103,0.007375883422423679,false
0.0,0.46122180343450864,0.258829221,0.0248,0.09267676510423581,0.0751148423139572,0.06450897541406483,false
0.9999999,0.36075940243526383,0.0,0.0336,0.016619710035339283,0.014537510159540645,0.027210622596499923,true
0.806522776,0.27981979437154636,0.514185727,0.032,0.1905302069552254,0.04924673953475027,0.029974812405878303,false
0.187146271,0.3670584955219505,2.552086868,0.011784,0.12732713936545792,0.1800275764916277,0.0917862019470178,true
0.9999999,0.4047311349027078,0.0,0.0204,0.006789085605061148,0.04926050453457363,0.0609926729398093,true
0.9999999,0.42706417546976344,0.019303688,0.0116,0.03812687597939781,0.020823723217090563,0.017358142817362598,true
0.710857828,0.38772748298845877,0.238925706,0.022932,0.05392986402165657,0.14929281517710394,0.19157921642696416,false
0.16635649,0.5403979630327559,0.044488878,0.016,0.12228828914537831,0.010669626803932986,0.0571361338881939,false
0.003722015,0.5851058870262326,0.63332301,0.012912,0.09328204523584332,0.06681501036122939,0.025246274611250907,false
0.31844615,0.5866733610721582,1.382629108,0.015332,0.4473206245907705,0.20683503095447028,0.04795310903567871,false
0.81014525,0.45964990203753603,0.662275829,0.0252,0.22111028499193594,0.09913519257202504,0.14124416171747675,false
0.567883426,0.543208182532148,1.078273592,0.0164,0.22921190283880447,0.14916788642336462,0.04702006031820775,true
0.0,0.2767629662679401,0.637326015,0.0204,0.2065504186684236,0.21929412250440516,0.06412163366237121,true
0.530342645,0.37797277208623864,0.365735953,0.0116,0.11395500099524448,0.08935751885682469,0.06228015309662695,true
0.02699775,0.8848244511969114,0.004497751,0.008,0.09301594203289566,0.04645181005799335,0.04684999036646437,false
0.014518765,0.42778514840979553,0.159140143,0.024,0.060784113767955256,0.056324971618605016,0.006125313935431554,false
0.641829559,0.8577035979943146,0.669018225,0.0068,0.11490137616405931,0.07364641534964257,0.045305627964414064,true
